"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Religionszugehörigkeit","sonstige","2014","21 Pasing - Obermenzing","48.7","35030","71880","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2014","22 Aubing - Lochhausen - Langwied","49.7","21308","42859","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2014","23 Allach - Untermenzing","45.7","14319","31353","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2014","24 Feldmoching - Hasenbergl","53.8","32412","60262","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2014","25 Laim","52.7","28816","54714","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","Stadt München","52.5","769499","1464962","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","01 Altstadt - Lehel","52.4","10696","20422","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","02 Ludwigsvorstadt - Isarvorstadt","55.6","28120","50620","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","03 Maxvorstadt","50.6","26110","51642","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","04 Schwabing - West","51.1","33677","65892","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","05 Au - Haidhausen","53.1","31725","59752","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","06 Sendling","54.4","21727","39953","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","07 Sendling - Westpark","51.8","28707","55405","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","08 Schwanthalerhöhe","58.2","17259","29663","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","09 Neuhausen - Nymphenburg","51.7","49544","95906","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","10 Moosach","54.3","28008","51537","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","11 Milbertshofen - Am Hart","60.3","44380","73617","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","12 Schwabing - Freimann","52.9","36878","69676","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","13 Bogenhausen","50.7","41632","82138","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","14 Berg am Laim","54.7","23567","43068","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","15 Trudering - Riem","50.6","33915","67009","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","16 Ramersdorf - Perlach","56.5","61121","108244","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","17 Obergiesing - Fasangarten","55.3","28460","51499","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","18 Untergiesing - Harlaching","50.1","26045","51937","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","51.3","46599","90790","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","20 Hadern","50.1","24522","48945","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","21 Pasing - Obermenzing","47.3","33513","70783","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","22 Aubing - Lochhausen - Langwied","48.7","20609","42305","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","23 Allach - Untermenzing","44.5","13674","30737","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","24 Feldmoching - Hasenbergl","52.5","31173","59391","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2013","25 Laim","51.5","27837","54030","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","Stadt München","51.3","739102","1439474","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","01 Altstadt - Lehel","51","10224","20048","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","02 Ludwigsvorstadt - Isarvorstadt","54.3","26944","49657","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","03 Maxvorstadt","49.3","25074","50877","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","04 Schwabing - West","50.1","32482","64770","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","05 Au - Haidhausen","51.8","30515","58881","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","06 Sendling","53.6","21189","39567","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","07 Sendling - Westpark","50.9","27744","54552","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","08 Schwanthalerhöhe","57.5","16905","29402","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","09 Neuhausen - Nymphenburg","50.5","47636","94257","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","10 Moosach","53.3","26791","50253","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","11 Milbertshofen - Am Hart","59.4","43033","72506","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","12 Schwabing - Freimann","51.7","35451","68530","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","13 Bogenhausen","49.6","40089","80816","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","14 Berg am Laim","53.4","22611","42313","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","15 Trudering - Riem","49.5","32634","65869","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","16 Ramersdorf - Perlach","55.4","59391","107164","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","17 Obergiesing - Fasangarten","53.9","27611","51201","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","18 Untergiesing - Harlaching","48.7","24928","51180","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","49.1","42875","87271","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","20 Hadern","49","23477","47949","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","21 Pasing - Obermenzing","46.2","31996","69295","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","22 Aubing - Lochhausen - Langwied","47.4","19482","41116","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","23 Allach - Untermenzing","43.5","13225","30393","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","24 Feldmoching - Hasenbergl","51.3","29906","58245","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2012","25 Laim","50.4","26886","53359","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","Stadt München","50.5","711822","1410741","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","01 Altstadt - Lehel","49.6","9782","19707","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","02 Ludwigsvorstadt - Isarvorstadt","53.3","25715","48231","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","03 Maxvorstadt","48.1","23791","49498","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","04 Schwabing - West","49.5","31512","63644","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","05 Au - Haidhausen","50.9","29162","57297","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","06 Sendling","52.7","20550","39002","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","07 Sendling - Westpark","50.3","26807","53271","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","08 Schwanthalerhöhe","56.9","16314","28678","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","09 Neuhausen - Nymphenburg","49.5","45623","92139","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","10 Moosach","52.2","25798","49384","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","11 Milbertshofen - Am Hart","58.3","41106","70470","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","12 Schwabing - Freimann","50.8","33899","66706","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","13 Bogenhausen","48.8","38602","79175","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","14 Berg am Laim","52.6","21764","41342","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","15 Trudering - Riem","48.7","31642","64983","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","16 Ramersdorf - Perlach","54.6","57828","105900","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","17 Obergiesing - Fasangarten","53.2","26974","50656","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","18 Untergiesing - Harlaching","47.9","24161","50455","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","48.3","41320","85468","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","20 Hadern","48.1","22826","47459","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","21 Pasing - Obermenzing","45.2","30714","67878","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","22 Aubing - Lochhausen - Langwied","46.1","18345","39789","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","23 Allach - Untermenzing","42.5","12619","29693","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","24 Feldmoching - Hasenbergl","50.4","28838","57183","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2011","25 Laim","49.6","26130","52733","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","Stadt München","49.5","684624","1382273","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","01 Altstadt - Lehel","49","9415","19207","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","02 Ludwigsvorstadt - Isarvorstadt","52.6","24919","47357","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","03 Maxvorstadt","47.2","23077","48875","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","04 Schwabing - West","48.9","30727","62856","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","05 Au - Haidhausen","50.1","28232","56322","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","06 Sendling","52","20046","38567","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","07 Sendling - Westpark","49.5","25964","52495","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","08 Schwanthalerhöhe","56.2","15736","28004","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","09 Neuhausen - Nymphenburg","48.3","43117","89286","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","10 Moosach","51.1","24741","48421","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","11 Milbertshofen - Am Hart","57.3","39537","68970","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","12 Schwabing - Freimann","49.7","32375","65158","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","13 Bogenhausen","47.9","37165","77542","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","14 Berg am Laim","51.7","20978","40550","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","15 Trudering - Riem","47.4","29774","62756","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","16 Ramersdorf - Perlach","53.8","56304","104737","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","17 Obergiesing - Fasangarten","52.5","25734","49030","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","18 Untergiesing - Harlaching","47.1","23319","49502","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","47.2","39455","83584","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","20 Hadern","47.3","22182","46851","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","21 Pasing - Obermenzing","44.3","29345","66244","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","22 Aubing - Lochhausen - Langwied","44.9","17449","38863","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","23 Allach - Untermenzing","41.6","12141","29161","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","24 Feldmoching - Hasenbergl","49.5","27757","56130","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2010","25 Laim","48.5","25135","51805","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","Stadt München","48.4","660300","1364194","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","01 Altstadt - Lehel","48.4","9162","18932","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","02 Ludwigsvorstadt - Isarvorstadt","51.5","23936","46446","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","03 Maxvorstadt","46.3","22530","48619","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","04 Schwabing - West","47.9","29702","62028","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","05 Au - Haidhausen","49.1","27293","55590","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","06 Sendling","51","19433","38112","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","07 Sendling - Westpark","48.4","25275","52185","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","08 Schwanthalerhöhe","55.6","15454","27814","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","09 Neuhausen - Nymphenburg","47.1","41414","87846","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","10 Moosach","50.3","24483","48692","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","11 Milbertshofen - Am Hart","56.2","38221","68023","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","12 Schwabing - Freimann","48.2","30724","63720","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","13 Bogenhausen","47","36011","76684","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","14 Berg am Laim","50.4","20056","39787","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","15 Trudering - Riem","45.8","27911","60879","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","16 Ramersdorf - Perlach","52.4","54407","103732","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","17 Obergiesing - Fasangarten","51.8","25076","48425","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","18 Untergiesing - Harlaching","46","22501","48911","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.9","37895","82482","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","20 Hadern","46.5","21599","46490","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","21 Pasing - Obermenzing","43.2","28209","65279","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","22 Aubing - Lochhausen - Langwied","43.2","16520","38268","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","23 Allach - Untermenzing","40.2","11558","28732","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","24 Feldmoching - Hasenbergl","48","26483","55180","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2009","25 Laim","47.6","24447","51338","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","Stadt München","47.7","652289","1367314","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","01 Altstadt - Lehel","47.7","9307","19505","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","02 Ludwigsvorstadt - Isarvorstadt","51.4","24486","47599","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","03 Maxvorstadt","45.8","22385","48884","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","04 Schwabing - West","47.5","29691","62541","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","05 Au - Haidhausen","48.5","27088","55853","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","06 Sendling","50.5","19376","38335","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","07 Sendling - Westpark","47.6","24894","52257","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","08 Schwanthalerhöhe","54.7","15183","27778","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","09 Neuhausen - Nymphenburg","46.6","40584","87043","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","10 Moosach","48.8","23664","48451","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","11 Milbertshofen - Am Hart","55.6","37903","68198","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","12 Schwabing - Freimann","47.5","30541","64350","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","13 Bogenhausen","46.4","35754","77112","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","14 Berg am Laim","49.6","19867","40039","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","15 Trudering - Riem","44.7","26403","59031","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","16 Ramersdorf - Perlach","51.4","53524","104089","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","17 Obergiesing - Fasangarten","50.9","24591","48282","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","18 Untergiesing - Harlaching","45.4","22447","49391","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.4","37579","82771","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","20 Hadern","45.7","21203","46385","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","21 Pasing - Obermenzing","42.7","27873","65290","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","22 Aubing - Lochhausen - Langwied","42.3","16207","38327","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
