"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Religionszugehörigkeit","sonstige","2008","23 Allach - Untermenzing","39.5","11364","28796","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","24 Feldmoching - Hasenbergl","47.2","26299","55667","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2008","25 Laim","46.9","24065","51329","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","Stadt München","46.9","634266","1351445","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","01 Altstadt - Lehel","46.9","9025","19228","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","02 Ludwigsvorstadt - Isarvorstadt","51","23726","46520","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","03 Maxvorstadt","45.7","21807","47711","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","04 Schwabing - West","47","28927","61514","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","05 Au - Haidhausen","47.8","26434","55288","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","06 Sendling","50","18979","37940","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","07 Sendling - Westpark","46.8","24216","51745","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","08 Schwanthalerhöhe","53.5","14369","26877","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","09 Neuhausen - Nymphenburg","45.9","39477","85964","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","10 Moosach","47.6","23002","48306","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","11 Milbertshofen - Am Hart","54.6","37056","67864","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","12 Schwabing - Freimann","47.2","30117","63832","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","13 Bogenhausen","45.6","34982","76709","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","14 Berg am Laim","48.7","19371","39785","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","15 Trudering - Riem","43.5","24565","56487","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","16 Ramersdorf - Perlach","50.3","52067","103447","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","17 Obergiesing - Fasangarten","50.2","24007","47791","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","18 Untergiesing - Harlaching","44.8","21969","48990","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.7","36814","82283","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","20 Hadern","44.8","20640","46059","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","21 Pasing - Obermenzing","42.1","27249","64773","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","22 Aubing - Lochhausen - Langwied","41.1","15668","38091","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","23 Allach - Untermenzing","38.5","10831","28165","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","24 Feldmoching - Hasenbergl","46.2","25630","55475","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2007","25 Laim","46.1","23338","50600","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","Stadt München","46.3","614238","1326206","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","01 Altstadt - Lehel","46","8674","18876","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","02 Ludwigsvorstadt - Isarvorstadt","50.6","23134","45736","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","03 Maxvorstadt","45.7","21034","46058","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","04 Schwabing - West","46.8","27875","59553","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","05 Au - Haidhausen","47.5","25849","54382","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","06 Sendling","50","18574","37146","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","07 Sendling - Westpark","46.3","23581","50903","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","08 Schwanthalerhöhe","53","13834","26103","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","09 Neuhausen - Nymphenburg","45.1","38180","84604","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","10 Moosach","47","22452","47754","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","11 Milbertshofen - Am Hart","53.8","36047","66992","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","12 Schwabing - Freimann","46.7","29161","62430","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","13 Bogenhausen","45","34022","75657","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","14 Berg am Laim","47.9","18693","39006","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","15 Trudering - Riem","42.3","22817","53915","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","16 Ramersdorf - Perlach","49.5","50819","102689","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","17 Obergiesing - Fasangarten","49.9","23453","47007","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","18 Untergiesing - Harlaching","44.1","21212","48075","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44","35489","80701","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","20 Hadern","43.8","19728","44993","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","21 Pasing - Obermenzing","41.8","26678","63763","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","22 Aubing - Lochhausen - Langwied","40.3","15264","37857","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","23 Allach - Untermenzing","37.7","10464","27730","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","24 Feldmoching - Hasenbergl","45.2","24510","54245","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2006","25 Laim","45.4","22693","50028","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","Stadt München","46.3","596464","1288307","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","01 Altstadt - Lehel","46.3","8633","18631","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","02 Ludwigsvorstadt - Isarvorstadt","51.6","22681","43945","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","03 Maxvorstadt","47.4","20021","42201","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","04 Schwabing - West","48","26905","56033","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","05 Au - Haidhausen","48","25211","52502","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","06 Sendling","50.3","18097","35966","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","07 Sendling - Westpark","46.1","22829","49472","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","08 Schwanthalerhöhe","53.9","13740","25507","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","09 Neuhausen - Nymphenburg","45.5","37351","82156","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","10 Moosach","46.4","21885","47198","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","11 Milbertshofen - Am Hart","54","34922","64612","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","12 Schwabing - Freimann","47.5","28360","59767","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","13 Bogenhausen","44.8","33116","73860","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","14 Berg am Laim","47.5","18192","38334","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","15 Trudering - Riem","41.3","21056","50990","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","16 Ramersdorf - Perlach","48.9","49745","101820","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","17 Obergiesing - Fasangarten","49.6","22407","45132","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","18 Untergiesing - Harlaching","43.9","20584","46857","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","43.7","34578","79148","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","20 Hadern","43.4","19087","43981","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","21 Pasing - Obermenzing","41.6","26087","62724","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","22 Aubing - Lochhausen - Langwied","39.6","14863","37560","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","23 Allach - Untermenzing","37","10218","27586","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","24 Feldmoching - Hasenbergl","44.7","23881","53389","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2005","25 Laim","45","22012","48927","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","Stadt München","45.6","581109","1273186","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","01 Altstadt - Lehel","46.5","8462","18210","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","02 Ludwigsvorstadt - Isarvorstadt","51.1","22209","43469","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","03 Maxvorstadt","47.1","19568","41581","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","04 Schwabing - West","47.8","26418","55231","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","05 Au - Haidhausen","48.1","24717","51383","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","06 Sendling","49.5","17678","35691","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","07 Sendling - Westpark","45.5","22138","48669","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","08 Schwanthalerhöhe","53.3","13521","25369","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","09 Neuhausen - Nymphenburg","45.2","37066","81921","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","10 Moosach","45.5","21333","46856","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","11 Milbertshofen - Am Hart","52.9","33392","63076","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","sonstige","2004","12 Schwabing - Freimann","46.8","27906","59602","","","","Bevölkerung mit sonstiger Konfession","Hauptwohnsitzbevölkerung","","",""
